id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
newt-00155,42.3291425,-71.2451095,True,wood_utility,,,none,none_visible,near,False,0,2,2,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1142626107730654&focus=photo,
newt-00156,42.32884,-71.24387,True,wood_utility,,,none,intact,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=971266848449458&focus=photo,
newt-00157,42.32773,-71.25806,False,street_light,,,none,none_visible,near,False,0,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=711079114602740&focus=photo,
newt-00158,42.327576,-71.25877,True,wood_utility,,,none,none_visible,none,False,3,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1346910456572986&focus=photo,
newt-00159,42.328116,-71.258488,True,wood_utility,vegetation,,none,intact,touching,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1048757930447151&focus=photo,
newt-00160,42.32836,-71.25844,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=9612602012160623&focus=photo,
newt-00161,42.32794,-71.25853,True,wood_utility,,,none,intact,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=9587468848039099&focus=photo,
newt-00162,42.326606,-71.258662,True,wood_utility,,,none,intact,near,False,2,4,2,2025-04,2025-05,https://www.mapillary.com/app/?pKey=1381563322865904&focus=photo,
newt-00163,42.3267914,-71.258863,True,wood_utility,,,none,intact,near,False,1,5,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=645877994921118&focus=photo,
newt-00164,42.3267,-71.25876,True,wood_utility,,,none,intact,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1639662387425891&focus=photo,
newt-00165,42.32761,-71.25841,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1039802184678515&focus=photo,
newt-00166,42.3282735,-71.258465,True,wood_utility,,,none,none_visible,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1712858059312515&focus=photo,
newt-00167,42.327137,-71.25344,True,wood_utility,,,none,intact,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1383488322792605&focus=photo,
newt-00168,42.3271343,-71.25352,True,wood_utility,,,none,intact,near,False,2,6,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1701235237134997&focus=photo,
newt-00169,42.321951,-71.2442475,True,wood_utility,,lean_slight,slight,intact,near,False,0,4,2,2025-05,2025-05,https://www.mapillary.com/app/?pKey=705577679088031&focus=photo,
newt-00170,42.32183,-71.2452,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-05,2025-05,https://www.mapillary.com/app/?pKey=1240478737507614&focus=photo,
newt-00171,42.32188,-71.24385,True,wood_utility,vegetation,,none,intact,touching,False,1,2,1,2025-05,2025-05,https://www.mapillary.com/app/?pKey=9036537129783278&focus=photo,
newt-00172,42.321884,-71.24481,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-05,2025-05,https://www.mapillary.com/app/?pKey=1731862741049101&focus=photo,
newt-00173,42.326294,-71.258736,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-12,2025-12,https://www.mapillary.com/app/?pKey=4004256986372783&focus=photo,
newt-00174,42.3261635,-71.25856,True,wood_utility,,,none,intact,near,False,2,4,1,2025-12,2025-12,https://www.mapillary.com/app/?pKey=2121125695295853&focus=photo,
newt-00175,42.334103,-71.25873,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=3141738962650663&focus=photo,
newt-00176,42.33373,-71.25823,True,wood_utility,vegetation,,none,none_visible,touching,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1159337979475691&focus=photo,
newt-00177,42.33376,-71.2593,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2245648349234351&focus=photo,
newt-00178,42.333923,-71.25904,True,wood_utility,vegetation,,none,none_visible,touching,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1511572360170143&focus=photo,
newt-00179,42.324142,-71.245,False,unclear,,,unclear,none_visible,unclear,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=778511364831243&focus=photo,
newt-00180,42.323452,-71.24547,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1965380134263787&focus=photo,
newt-00181,42.323273,-71.245316,True,concrete_or_steel_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1498889544633880&focus=photo,
newt-00182,42.324,-71.24533,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1161218346036596&focus=photo,
newt-00183,42.331745,-71.25693,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=831741869536622&focus=photo,
newt-00184,42.33234,-71.256744,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1168189308516263&focus=photo,
newt-00185,42.32699,-71.25256,True,wood_utility,,,none,none_visible,near,False,0,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1470034384205955&focus=photo,
newt-00186,42.326675,-71.25217,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2189841404869450&focus=photo,
newt-00187,42.321827,-71.24344,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1097749772484831&focus=photo,
newt-00188,42.3219977,-71.2435133,True,wood_utility,,,none,intact,near,False,2,3,2,2025-08,2025-08,https://www.mapillary.com/app/?pKey=778467931342490&focus=photo,
newt-00189,42.332375,-71.254654,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1144076224586540&focus=photo,
newt-00190,42.325428,-71.24955,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=753938177639455&focus=photo,
newt-00191,42.325058,-71.249072,True,wood_utility,,,none,unclear,near,False,0,4,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1264376835376672&focus=photo,
newt-00192,42.327446,-71.251686,True,wood_utility,,,none,none_visible,near,False,0,2,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1058346575233584&focus=photo,
newt-00193,42.3275172,-71.2517586,True,wood_utility,,,none,none_visible,near,False,0,5,2,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1885586361900898&focus=photo,
newt-00194,42.327576,-71.25188,True,wood_utility,,,none,intact,near,False,0,2,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=772610384471707&focus=photo,
newt-00195,42.33273,-71.25719,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1733816520658860&focus=photo,
newt-00196,42.32931,-71.2456,True,wood_utility,lean,,moderate,none_visible,near,False,2,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=4118624995052403&focus=photo,
newt-00197,42.329575,-71.24597,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,1,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1922576038527972&focus=photo,
newt-00198,42.32894,-71.24426,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=9907240062709510&focus=photo,
newt-00199,42.326336,-71.25857,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1466451267967499&focus=photo,
newt-00200,42.3280365,-71.2562,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,4,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=788064887466873&focus=photo,
newt-00201,42.327713,-71.256195,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2209575969468301&focus=photo,
newt-00202,42.327205,-71.25637,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1359860275797419&focus=photo,
newt-00203,42.32738,-71.256355,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2022491235230538&focus=photo,
newt-00204,42.32788,-71.256226,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1355077046360930&focus=photo,
newt-00205,42.323723,-71.24811,True,wood_utility,,,unclear,unclear,near,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1496128675052909&focus=photo,
newt-00206,42.322655,-71.24761,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1162192452637636&focus=photo,
newt-00207,42.323475,-71.24802,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1870266551038029&focus=photo,
newt-00208,42.32318,-71.247925,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1133745102230362&focus=photo,
newt-00209,42.322388,-71.24738,False,street_light,vegetation,,none,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=790462280263274&focus=photo,
newt-00210,42.32911,-71.25076,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=961328772654850&focus=photo,
newt-00211,42.3292405,-71.25051,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=681482487734619&focus=photo,
newt-00212,42.3290314,-71.250761,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,5,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1189960819257337&focus=photo,
newt-00213,42.3292015,-71.250585,True,wood_utility,,,none,none_visible,none,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=681482487734619&focus=photo,
newt-00214,42.3291688,-71.250662,True,wood_utility,,,none,none_visible,none,False,1,5,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1358848155125425&focus=photo,
newt-00215,42.32882,-71.251335,True,wood_utility,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1089336116546648&focus=photo,
newt-00216,42.328644,-71.251325,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1387936765741942&focus=photo,
newt-00217,42.3289267,-71.2508913,True,wood_utility,,,none,intact,near,False,2,6,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2186099738501915&focus=photo,
newt-00218,42.3287753,-71.251096,True,wood_utility,,,none,intact,near,False,1,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1616811458967767&focus=photo,
newt-00219,42.32858,-71.25154,True,wood_utility,,,none,intact,none,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1363426684900742&focus=photo,
newt-00220,42.328545,-71.251686,True,wood_utility,,,none,intact,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1204830307887103&focus=photo,
newt-00221,42.328346,-71.25178,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1046191764224134&focus=photo,
newt-00222,42.329244,-71.250402,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=683582777961505&focus=photo,
newt-00223,42.329323,-71.250465,True,wood_utility,,,none,intact,near,False,2,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1432587921039564&focus=photo,
newt-00224,42.329456,-71.2506,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1132898115275847&focus=photo,
newt-00225,42.3293293,-71.25035,True,wood_utility,,,none,intact,near,False,2,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=998784015691297&focus=photo,
newt-00226,42.32831,-71.25189,True,wood_utility,,,none,none_visible,none,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=651387207827309&focus=photo,
newt-00227,42.3281775,-71.25218,True,wood_utility,,,none,intact,near,False,1,4,2,2024-03,2025-04,https://www.mapillary.com/app/?pKey=428295246341754&focus=photo,
newt-00228,42.3294375,-71.25016,True,wood_utility,,,unclear,intact,near,False,1,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=643350874974897&focus=photo,
newt-00229,42.328636,-71.2584,True,wood_utility,,,none,none_visible,none,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1202160604688754&focus=photo,
newt-00230,42.327225,-71.258965,False,other,,,none,none_visible,none,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1375225993522455&focus=photo,
newt-00231,42.3261693,-71.2551633,True,wood_utility,,,none,none_visible,none,True,2,6,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=546980238439801&focus=photo,
newt-00232,42.3259735,-71.2557445,True,wood_utility,,,none,intact,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=4115097278812557&focus=photo,
newt-00233,42.326836,-71.24929,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=752782257468800&focus=photo,
newt-00234,42.326687,-71.249115,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1085977340355846&focus=photo,
newt-00235,42.326126,-71.24853,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1785045155443983&focus=photo,
newt-00236,42.327003,-71.2495,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1281262803200561&focus=photo,
newt-00237,42.32647,-71.24879,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=2018439005567612&focus=photo,
newt-00238,42.3270643,-71.25363,True,wood_utility,,,none,intact,near,False,2,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1163028412227497&focus=photo,
newt-00239,42.327015,-71.253685,True,wood_utility,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=692674489979395&focus=photo,
newt-00240,42.329556,-71.24724,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=24397601119895189&focus=photo,
newt-00241,42.328247,-71.24842,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=737073012495057&focus=photo,
newt-00242,42.32825,-71.24818,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=783537100831040&focus=photo,
newt-00243,42.329533,-71.24738,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=24397601119895189&focus=photo,
newt-00244,42.32916,-71.24769,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1963592604453271&focus=photo,
newt-00245,42.329334,-71.2475,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1731981774122424&focus=photo,
newt-00246,42.328846,-71.2483,True,concrete_or_steel_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=750993111248692&focus=photo,
newt-00247,42.329124,-71.24495,True,wood_utility,,,none,none_visible,none,True,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=668229302520969&focus=photo,
newt-00248,42.3298905,-71.24725,True,wood_utility,,,none,none_visible,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1300327484389627&focus=photo,
newt-00249,42.32992,-71.247398,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=627659786778850&focus=photo,
newt-00250,42.3298685,-71.247125,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1589332718440006&focus=photo,
newt-00251,42.3297157,-71.2467973,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1157902856132323&focus=photo,
newt-00252,42.3295335,-71.246295,True,wood_utility,,,none,none_visible,near,False,2,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1227618352126195&focus=photo,
newt-00253,42.329544,-71.24669,True,wood_utility,,lean_slight,slight,unclear,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1374924267188296&focus=photo,
newt-00254,42.32945,-71.24609,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1194193451549046&focus=photo,
newt-00255,42.329773,-71.246864,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1017736490283913&focus=photo,
newt-00256,42.3293373,-71.2457283,True,wood_utility,,,none,none_visible,near,False,1,3,2,2025-04,2025-05,https://www.mapillary.com/app/?pKey=1649809812322277&focus=photo,
newt-00257,42.32947,-71.24676,True,wood_utility,,lean_slight,slight,unclear,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1915261455675334&focus=photo,
newt-00258,42.329636,-71.24656,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=672920878452755&focus=photo,
newt-00259,42.329575,-71.24646,True,wood_utility,vegetation,,none,none_visible,touching,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2133304023750441&focus=photo,
newt-00260,42.329666,-71.245926,True,wood_utility,,,none,intact,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1390537115734652&focus=photo,
newt-00261,42.329227,-71.245445,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=986850610204369&focus=photo,
newt-00262,42.329707,-71.249213,True,wood_utility,,,none,intact,near,False,2,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1806461760140946&focus=photo,
newt-00263,42.329853,-71.2474,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=999769578790018&focus=photo,
newt-00264,42.3296748,-71.249339,True,wood_utility,,,none,none_visible,near,False,1,8,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1491911765121097&focus=photo,
newt-00265,42.329788,-71.24892,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2064683234004100&focus=photo,
newt-00266,42.3301685,-71.24827,True,wood_utility,,,none,intact,near,False,3,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1203223504873783&focus=photo,
newt-00267,42.32992,-71.24763,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=668586318976154&focus=photo,
newt-00268,42.330103,-71.2484325,True,wood_utility,,,none,intact,near,False,2,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1342476543660223&focus=photo,
newt-00269,42.330048,-71.248146,True,wood_utility,lean,,severe,none_visible,none,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2495508464124263&focus=photo,
newt-00270,42.329815,-71.249065,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1035230505319754&focus=photo,
newt-00271,42.329521,-71.249875,True,wood_utility,,,none,intact,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=963202766016653&focus=photo,
newt-00272,42.329666,-71.24944,False,street_light,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=716183354303035&focus=photo,
newt-00273,42.329945,-71.2478,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=3464916476974199&focus=photo,
newt-00274,42.329542,-71.249744,True,wood_utility,,,none,intact,near,False,1,5,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=667803629290451&focus=photo,
newt-00275,42.329627,-71.249608,True,wood_utility,,,none,intact,near,False,1,4,2,2025-04,2025-07,https://www.mapillary.com/app/?pKey=716183354303035&focus=photo,
newt-00276,42.329937,-71.248295,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=10018644428167018&focus=photo,
newt-00277,42.329777,-71.24926,True,wood_utility,,lean_slight,slight,intact,near,False,2,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1354886752368422&focus=photo,
newt-00278,42.329964,-71.2475,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-05,2025-05,https://www.mapillary.com/app/?pKey=718829987334062&focus=photo,
newt-00279,42.325571,-71.256855,True,wood_utility,,,none,intact,near,True,2,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=670837805533950&focus=photo,
newt-00280,42.3274,-71.2516,True,wood_utility,,,none,none_visible,near,False,0,1,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=360143503152726&focus=photo,
newt-00281,42.3265,-71.2443,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1472197897137408&focus=photo,
newt-00282,42.328487,-71.244286,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=3961089257477421&focus=photo,
newt-00283,42.326794,-71.24447,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1524996772199990&focus=photo,
newt-00284,42.327885,-71.24457,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=2674777712868162&focus=photo,
newt-00285,42.328224,-71.24443,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1324622959232143&focus=photo,
newt-00286,42.3275267,-71.2445483,True,wood_utility,vegetation,,none,none_visible,touching,False,0,3,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=748761237998395&focus=photo,
newt-00287,42.32714,-71.24456,True,wood_utility,vegetation,,none,none_visible,touching,False,2,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=633149966532903&focus=photo,
newt-00288,42.327694,-71.244545,False,unclear,vegetation,,unclear,none_visible,touching,False,0,1,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1966384797451039&focus=photo,
newt-00289,42.32905,-71.25065,True,wood_utility,,,none,intact,none,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=691104090166448&focus=photo,
newt-00290,42.328846,-71.25105,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1362007401700769&focus=photo,
newt-00291,42.32948,-71.2500025,True,wood_utility,,,none,intact,none,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=693130046740691&focus=photo,
newt-00292,42.3291433,-71.2505493,True,wood_utility,,,none,none_visible,none,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=653407574100712&focus=photo,
newt-00293,42.329584,-71.2581275,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1726975157914586&focus=photo,
newt-00294,42.3293497,-71.2582027,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,2,2025-04,2025-10,https://www.mapillary.com/app/?pKey=1387501772265355&focus=photo,
newt-00295,42.329674,-71.25811,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=685084997379693&focus=photo,
newt-00296,42.33004,-71.258,True,wood_utility,,,none,intact,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1183680766559312&focus=photo,
newt-00297,42.329818,-71.258085,True,wood_utility,,,none,none_visible,near,False,1,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=655677683767411&focus=photo,
newt-00298,42.32882,-71.258354,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1616054782428479&focus=photo,
newt-00299,42.33013,-71.25799,True,wood_utility,,,none,intact,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1021466332740434&focus=photo,
newt-00300,42.329884,-71.25803,True,wood_utility,,,none,none_visible,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=543850341712371&focus=photo,
newt-00301,42.33044,-71.25789,True,wood_utility,lean,,moderate,intact,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1610015469658411&focus=photo,
newt-00302,42.329069,-71.258278,True,wood_utility,,,none,none_visible,none,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1690105581604492&focus=photo,
newt-00303,42.329956,-71.25802,True,wood_utility,,,none,intact,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2074558503038827&focus=photo,
newt-00304,42.32918,-71.258255,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=534591129400566&focus=photo,
newt-00305,42.328495,-71.258415,True,wood_utility,,,none,none_visible,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1329239221705516&focus=photo,
newt-00306,42.3284673,-71.2516867,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=661938299781855&focus=photo,
newt-00307,42.3285025,-71.251555,True,wood_utility,,,none,intact,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1035097095181508&focus=photo,
newt-00308,42.32772,-71.2526,True,wood_utility,,,none,intact,none,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2465913137094977&focus=photo,
newt-00309,42.3292233,-71.24688,False,other,vegetation,,unclear,none_visible,touching,False,0,6,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=2125016361320139&focus=photo,
newt-00310,42.32944,-71.24703,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=781906841190877&focus=photo,
newt-00311,42.32929,-71.246605,True,wood_utility,,,unclear,unclear,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1267945441167551&focus=photo,
